gunning_fog,pos,neg,neu,Citations,Times Cited,Number Authors,Journal Impact Factor,wc,sc,wps,dic,sixltr,insight,cause,discrep,tentat,certain,quant,numbers,jargon,Retracted
11.13,0.053,0.06,0.8859999999999999,0,17,3,0.0,2472,157,15.745222929936304,0.3151294498381877,937,0.10315533980582524,0.17111650485436894,0.031957928802589,0.20711974110032366,0.08980582524271845,0.12419093851132686,0.04571197411003236,0.6848705501618123,True
16.45,0.047,0.03,0.924,2,43,5,2.766,11702,855,13.686549707602339,0.30969065117074,4348,0.13476328832678175,0.17868740386258758,0.07383353272944795,0.17398735258930098,0.13262690138437874,0.16381815074346265,0.054862416680909236,0.69030934882926,True
11.82,0.039,0.071,0.89,2,38,8,3.8310000000000004,9469,786,12.0470737913486,0.3547365086070335,2986,0.14932939064315134,0.20340057028197275,0.07952265286725102,0.213855739782448,0.11711901995986905,0.15915091350723412,0.06547681909388531,0.6452634913929665,True
16.03,0.054000000000000006,0.115,0.831,2,16,2,0.0,3012,199,15.135678391959797,0.3602257636122178,996,0.12881806108897742,0.19588313413014607,0.05743691899070385,0.20252324037184594,0.11288180610889775,0.14807436918990705,0.03618857901726428,0.6397742363877822,True
16.18,0.069,0.099,0.831,0,40,3,3.96,7797,483,16.142857142857142,0.2890855457227139,2440,0.1281262023855329,0.13877132230345005,0.05938181351801975,0.1653199948698217,0.10362960112863924,0.14492753623188406,0.05399512633063999,0.7109144542772861,True
15.45,0.067,0.025,0.908,4,34,2,4.963,9295,530,17.537735849056602,0.3300699300699301,3039,0.11952662721893492,0.17600860677783756,0.05121032813340506,0.18117267348036573,0.11608391608391608,0.13426573426573427,0.05056481979558903,0.6699300699300699,True
13.59,0.097,0.063,0.84,0,71,5,2.028,3561,250,14.244000000000002,0.38135355237292895,1422,0.14434147711317047,0.19180005616399887,0.06627351867452963,0.2229710755405785,0.12103341757933166,0.16175231676495366,0.05475989890480202,0.6186464476270711,True
15.47,0.049,0.097,0.8540000000000001,10,27,6,3.783,5013,1118,4.483899821109123,0.3241571913026132,1752,0.13784161180929586,0.14402553361260725,0.05685218432076601,0.16676640734091366,0.09375623379214043,0.12188310392978255,0.046479154199082384,0.6758428086973868,True
11.95,0.106,0.032,0.862,5,75,5,7.6160000000000005,14129,1362,10.373715124816446,0.4082383749734588,3690,0.15825606907778328,0.2477882369594451,0.06603439733880671,0.26279283742656945,0.12930851440300092,0.1634227475405195,0.07105952296694741,0.5917616250265412,True
12.44,0.04,0.063,0.898,0,10,2,0.0,1725,107,16.121495327102803,0.3455072463768116,538,0.13159420289855073,0.1646376811594203,0.06492753623188406,0.19884057971014493,0.10666666666666667,0.1426086956521739,0.05623188405797101,0.6544927536231884,True
11.36,0.028,0.025,0.947,49,59,22,41.577,8894,571,15.576182136602455,0.3072858106588712,2572,0.16988981335731956,0.1928266246908028,0.057454463683382063,0.1850685855633011,0.13492241960872495,0.15516078255003374,0.09635709467056444,0.6927141893411288,True
12.73,0.045,0.031,0.923,10,47,7,3.677,11993,716,16.75,0.36196114400066703,2981,0.17660301842741602,0.2298840990577837,0.0908029683982323,0.22754940381889435,0.1416659718168932,0.18710914700241807,0.0717084966230301,0.6380388559993331,True
12.0,0.056,0.063,0.8809999999999999,0,12,4,0.0,2287,144,15.881944444444445,0.2960209881941408,867,0.10931351114997814,0.15828596414516835,0.048535198950590296,0.18364669873196326,0.08613904678618277,0.1110625273283778,0.03716659379099257,0.7039790118058592,True
12.74,0.047,0.045,0.907,0,20,1,0.0,1805,122,14.795081967213116,0.3523545706371191,666,0.1113573407202216,0.16897506925207756,0.047091412742382266,0.2188365650969529,0.09750692520775624,0.1329639889196676,0.0443213296398892,0.6476454293628808,True
16.4,0.14,0.055,0.805,0,45,7,2.064,6186,332,18.632530120481924,0.3936307791787908,2362,0.15227934044616878,0.19139993533785968,0.06013579049466537,0.19689621726479145,0.11429033301002264,0.14662140316844488,0.04720336243129648,0.6063692208212093,True
15.6,0.065,0.031,0.904,3,44,8,4.122,6109,334,18.290419161676645,0.3467015878212473,1857,0.12506138484203633,0.18579145522998847,0.05221803895891308,0.2080536912751678,0.10394499918153544,0.1348829595678507,0.0579472908823048,0.6532984121787526,True
12.19,0.039,0.042,0.92,0,29,3,1.469,4390,271,16.199261992619927,0.32710706150341684,1326,0.15353075170842825,0.1867881548974943,0.06514806378132118,0.19248291571753987,0.12118451025056948,0.15056947608200455,0.05626423690205012,0.6728929384965832,True
13.86,0.078,0.063,0.8590000000000001,7,88,4,0.0,4180,271,15.424354243542435,0.3232057416267943,1593,0.1208133971291866,0.1555023923444976,0.04904306220095694,0.18708133971291865,0.10311004784688996,0.1409090909090909,0.05191387559808613,0.6767942583732057,True
13.21,0.106,0.017,0.8759999999999999,0,1,2,0.0,4149,327,12.688073394495412,0.3800915883345384,1269,0.10653169438418897,0.20631477464449266,0.040491684743311634,0.22294528802120994,0.06338876837792239,0.1096649795131357,0.03567124608339359,0.6199084116654616,True
18.62,0.129,0.067,0.804,0,3,1,0.0,3564,161,22.13664596273292,0.3338945005611672,1239,0.08557800224466891,0.18265993265993266,0.03451178451178452,0.186307519640853,0.06734006734006734,0.1105499438832772,0.0361952861952862,0.6661054994388328,True
11.37,0.171,0.06,0.769,0,11,1,0.0,2768,207,13.371980676328509,0.3800578034682081,720,0.14739884393063585,0.2160404624277457,0.09465317919075143,0.2406069364161849,0.13258670520231214,0.19328034682080925,0.06394508670520231,0.619942196531792,True
13.18,0.085,0.059,0.856,0,8,2,0.0,1627,112,14.526785714285715,0.34910878918254457,437,0.11800860479409955,0.1727105101413645,0.05162876459741856,0.19606637984019668,0.09096496619545176,0.13829133374308544,0.03872157344806392,0.6508912108174554,True
13.64,0.051,0.076,0.873,5,35,10,0.0,6884,487,14.13552361396304,0.2821034282393957,2043,0.12928529924462526,0.16008134805345728,0.05984892504357931,0.16836141778036026,0.09093550261475886,0.10691458454386983,0.04880883207437536,0.7178965717606043,True
12.11,0.055,0.027000000000000003,0.918,7,47,18,12.353,10091,624,16.171474358974358,0.34714101674759684,2883,0.13844019423248438,0.21425032206917047,0.07065702110791795,0.2274303835100585,0.12644931126746606,0.15271033594291944,0.06213457536418592,0.6528589832524032,True
15.68,0.068,0.033,0.898,6,16,2,2.3,4550,946,4.809725158562368,0.32483516483516484,1518,0.11846153846153848,0.12593406593406595,0.05318681318681319,0.17758241758241758,0.08549450549450549,0.11824175824175825,0.05406593406593407,0.6751648351648352,True
10.2,0.064,0.053,0.883,0,2,8,4.122,7433,421,17.655581947743467,0.3691645365263016,1949,0.13574599757836675,0.21283465626261264,0.057177451903672814,0.22144490784340104,0.10278487824566124,0.1500067267590475,0.04305125790394188,0.6308354634736983,True
12.42,0.04,0.066,0.894,2,43,4,2.1180000000000003,9931,887,11.196166854565954,0.3429664686335717,3094,0.15607693082267646,0.19645554324841405,0.06585439532776155,0.20350417883395427,0.11036149431074413,0.1459067566206827,0.0517571241566811,0.6570335313664284,True
10.81,0.069,0.051,0.88,2,-1,3,2.475,11917,619,19.252019386106625,0.3416967357556432,3334,0.12150709071074935,0.21901485273139207,0.054124360157757824,0.22035747251825125,0.1074934966854074,0.14668121171435766,0.06788621297306369,0.6583032642443568,True
12.14,0.07,0.034,0.8959999999999999,15,55,3,4.122,3921,204,19.22058823529412,0.411374649324152,1018,0.1535322621780158,0.2035195103289977,0.0456516194848253,0.2527416475388932,0.12063249171129815,0.1384850803366488,0.059168579444019376,0.5886253506758481,True
13.32,0.059,0.041,0.901,3,20,5,3.568,2842,278,10.223021582733812,0.3641801548205489,988,0.1354679802955665,0.18508092892329345,0.06755805770584096,0.1903589021815623,0.10274454609429977,0.14532019704433494,0.07002111189303308,0.6358198451794511,True
15.37,0.095,0.057,0.848,13,71,7,0.0,6756,246,27.463414634146343,0.32238010657193605,2300,0.1135287152161042,0.15541740674955595,0.053878034339846066,0.18516873889875665,0.09399052693901716,0.13513913558318533,0.044108940201302536,0.677619893428064,True
16.91,0.037000000000000005,0.075,0.888,2,37,6,2.656,3102,164,18.914634146341463,0.3504190844616377,982,0.1450676982591876,0.20502901353965186,0.07575757575757576,0.2321083172147001,0.12669245647969052,0.1521598968407479,0.061250805931656986,0.6495809155383623,True
11.93,0.046,0.051,0.904,3,44,5,4.122,9049,739,12.244925575101488,0.342026743286551,2781,0.15117692562714113,0.20621063100895126,0.07271521715106642,0.20831031053155044,0.11194607138910376,0.14786164217040554,0.060448668361144875,0.657973256713449,True
13.36,0.035,0.035,0.93,2,15,6,1.5959999999999999,5948,410,14.507317073170734,0.3229657027572293,1738,0.11163416274377942,0.1761936785474109,0.0531271015467384,0.18611297915265634,0.09213180901143242,0.11634162743779422,0.04236718224613315,0.6770342972427708,True
15.97,0.055,0.034,0.911,2,51,8,2.424,3771,232,16.254310344827587,0.3518960487934235,1342,0.10236011667992576,0.15460090161760806,0.0405727923627685,0.16494298594537254,0.11429329090426946,0.17555025192256696,0.04004242906390878,0.6481039512065765,True
13.07,0.053,0.029,0.918,0,27,8,1.709,6026,603,9.993366500829188,0.4445735147693329,1654,0.15333554596747428,0.2633587786259542,0.08562894125456356,0.3030202456023897,0.1408894789246598,0.1845336873547959,0.0929306339196814,0.5554264852306672,True
13.37,0.065,0.12,0.815,6,77,7,0.0,7475,353,21.1756373937677,0.3339130434782609,3045,0.10528428093645484,0.17297658862876253,0.0359866220735786,0.19411371237458194,0.08053511705685619,0.10501672240802676,0.0317056856187291,0.6660869565217391,True
14.0,0.045,0.019,0.936,5,46,6,4.0569999999999995,7760,435,17.839080459770113,0.3525773195876289,2487,0.12628865979381446,0.19484536082474227,0.05077319587628866,0.21533505154639174,0.10206185567010308,0.1333762886597938,0.05219072164948454,0.6474226804123709,True
14.21,0.044,0.064,0.892,4,55,7,3.161,7317,443,16.516930022573362,0.3610769441027744,2349,0.12573459067924012,0.2239989066557332,0.054120541205412064,0.2239989066557332,0.0996309963099631,0.12423124231242312,0.05138718053847205,0.6389230558972256,True
14.94,0.058,0.059,0.883,0,15,6,0.0,3034,142,21.366197183098592,0.33223467369808835,1009,0.1114040870138431,0.17732366512854314,0.045814106789716535,0.1882003955174687,0.1005273566249176,0.13974950560316415,0.04416611733684905,0.6677653263019117,True
11.46,0.041,0.052000000000000005,0.907,2,27,8,0.0,4653,301,15.458471760797346,0.329464861379755,1621,0.11992263056092844,0.17837954008166773,0.07092198581560284,0.2024500322372663,0.1102514506769826,0.13668600902643455,0.05867182462927144,0.6705351386202449,True
14.08,0.069,0.032,0.898,4,5,2,0.0,1178,70,16.82857142857143,0.40152801358234297,431,0.13242784380305606,0.21052631578947367,0.05857385398981324,0.22495755517826824,0.1264855687606112,0.1468590831918506,0.038200339558573854,0.5984719864176571,True
11.93,0.07,0.029,0.901,0,16,4,2.8710000000000004,5891,382,15.421465968586388,0.39416058394160586,1791,0.12391784077406215,0.19775929383805804,0.05058563911050756,0.21235783398404345,0.12255983703955185,0.15803768460363266,0.06026141571889323,0.6058394160583942,True
14.21,0.043,0.024,0.932,5,66,16,4.122,6331,527,12.013282732447818,0.3831938082451429,1953,0.1606381298373085,0.2148159848365188,0.0598641604801769,0.2342441952298215,0.10961933343863528,0.15021323645553625,0.05117674932870005,0.6168061917548571,True
25.92,0.052000000000000005,0.06,0.888,0,20,3,0.0,5082,183,27.770491803278688,0.3384494293585203,1678,0.1519086973632428,0.2109405745769382,0.10645415190869736,0.21349862258953167,0.16784730421094055,0.16056670602125148,0.08736717827626919,0.6615505706414797,True
14.11,0.077,0.076,0.847,0,13,3,0.0,1489,109,13.660550458715596,0.29751511081262594,585,0.12021490933512426,0.1490933512424446,0.0651443922095366,0.1907320349227669,0.10745466756212224,0.13297515110812627,0.05305574210879785,0.7024848891873741,True
11.2,0.041,0.013,0.946,5,16,3,4.122,3270,190,17.210526315789473,0.3990825688073393,1049,0.12079510703363915,0.2308868501529052,0.056269113149847096,0.2146788990825688,0.10030581039755353,0.14770642201834866,0.06299694189602446,0.6009174311926606,True
12.82,0.036000000000000004,0.042,0.922,0,26,7,1.922,6618,363,18.231404958677686,0.3017527954064672,2070,0.12269567845270475,0.1792082200060441,0.04941069809610154,0.1899365367180417,0.09217286189181023,0.12496222423692956,0.04291326684799033,0.6982472045935328,True
12.94,0.04,0.057,0.902,2,40,6,2.583,4630,380,12.18421052631579,0.32419006479481643,1486,0.13110151187904967,0.1812095032397409,0.06371490280777538,0.19330453563714906,0.09503239740820736,0.12095032397408208,0.04665226781857451,0.6758099352051836,True
12.23,0.084,0.04,0.8759999999999999,0,21,10,1.86,2773,165,16.806060606060605,0.28452939055174903,1074,0.13415073927154705,0.1720158672917418,0.05409304002884962,0.15182113234763794,0.09448250991705734,0.11828344752975115,0.04111071042192571,0.715470609448251,True
11.33,0.071,0.012,0.917,2,19,3,4.122,4554,232,19.629310344827584,0.4031620553359684,1443,0.1370223978919631,0.18247694334650852,0.05160298638559508,0.2090469916556873,0.09749670619235837,0.16337285902503293,0.05797101449275361,0.5968379446640316,True
11.64,0.024,0.02,0.956,0,21,6,1.119,6524,408,15.990196078431373,0.3117719190680564,2165,0.1427038626609442,0.2164316370324954,0.06560392397302267,0.21535867565910485,0.11894543225015328,0.12814224402207236,0.03832004904966278,0.6882280809319437,True
15.13,0.04,0.064,0.897,0,13,4,0.0,2714,164,16.548780487804876,0.2969786293294031,981,0.11790714812085484,0.14848931466470155,0.04716285924834193,0.1529108327192336,0.08879882092851879,0.12196020633750924,0.04421518054532056,0.7030213706705969,True
11.97,0.061,0.021,0.918,3,29,5,1.61,3174,228,13.921052631578947,0.3490863264020164,1248,0.13295526149968495,0.1591052299936988,0.0412728418399496,0.17328292375551355,0.07466918714555766,0.11342155009451795,0.03780718336483932,0.6509136735979837,True
10.32,0.071,0.027000000000000003,0.903,0,26,7,0.0,5845,424,13.785377358490566,0.3082976903336185,1833,0.11804961505560307,0.13738237810094098,0.06603934987168521,0.1726261762189906,0.09854576561163388,0.14029084687767324,0.054918733960650126,0.6917023096663815,True
11.22,0.031,0.076,0.893,0,18,3,0.0,4521,231,19.571428571428573,0.36253041362530414,1620,0.11347047113470472,0.1705374917053749,0.044016810440168114,0.2240654722406548,0.0957752709577527,0.13647423136474232,0.0455651404556514,0.6374695863746959,True
18.66,0.028,0.038,0.934,0,13,5,0.0,1826,124,14.725806451612904,0.3154435925520263,608,0.1254107338444688,0.1774370208105148,0.06736035049288061,0.21741511500547644,0.10569550930996714,0.12705366922234393,0.06955093099671412,0.6845564074479737,True
14.81,0.051,0.063,0.8859999999999999,0,30,5,0.0,4044,426,9.492957746478874,0.33259149357072204,1457,0.12265084075173095,0.1661721068249258,0.04055390702274976,0.18224530168150346,0.10979228486646883,0.14812067260138476,0.0351137487636004,0.667408506429278,True
14.17,0.041,0.059,0.9,0,51,1,0.0,12123,745,16.27248322147651,0.325909428359317,4034,0.1177926255877258,0.1671203497484121,0.04470840551018725,0.18815474717479166,0.0938711540047843,0.1273612142209024,0.04116142868926833,0.674090571640683,True
11.76,0.07,0.03,0.9,5,31,2,1.469,3627,203,17.866995073891626,0.30962227736421283,1418,0.13234077750206782,0.1734215605183347,0.04962779156327544,0.18169285911221394,0.0931899641577061,0.10228839261097324,0.04521643231320651,0.6903777226357872,True
12.2,0.083,0.06,0.857,5,41,8,3.677,9186,957,9.598746081504702,0.3526017853254953,3022,0.15643370346178967,0.1921402133681689,0.07576747224036577,0.2069453516220336,0.11484868277814066,0.15599825821902896,0.06836490311343349,0.6473982146745048,True
35.67,0.035,0.037000000000000005,0.928,0,9,1,0.0,868,36,24.11111111111111,0.3663594470046083,257,0.10829493087557604,0.18087557603686635,0.03225806451612903,0.2338709677419355,0.10023041474654378,0.130184331797235,0.02880184331797235,0.6336405529953917,True
12.9,0.032,0.017,0.951,0,45,4,2.784,3940,185,21.297297297297305,0.3314720812182741,1159,0.15228426395939088,0.18934010152284264,0.0583756345177665,0.2032994923857868,0.10736040609137057,0.13248730964467004,0.047969543147208124,0.6685279187817259,True
13.34,0.064,0.079,0.856,0,10,6,2.656,1261,65,19.4,0.29579698651863595,390,0.10864393338620144,0.13322759714512292,0.04837430610626487,0.168913560666138,0.09199048374306107,0.12926249008723234,0.03885804916732752,0.7042030134813639,True
14.01,0.05,0.053,0.898,6,52,4,2.583,5394,415,12.997590361445782,0.339265850945495,1606,0.16907675194660735,0.1955876900259548,0.08843159065628478,0.20763811642565813,0.12903225806451613,0.149981460882462,0.06970708194289951,0.660734149054505,True
10.9,0.065,0.083,0.852,3,51,21,0.0,13612,810,16.80493827160494,0.34550396708786363,3850,0.14516602997355274,0.2178225095503967,0.06817513958272113,0.2367029091977667,0.11262121657361153,0.14479870702321482,0.06171025565677344,0.6544960329121363,True
10.37,0.091,0.063,0.847,0,12,5,2.064,6040,558,10.824372759856631,0.3788079470198675,1801,0.14602649006622515,0.21672185430463567,0.0814569536423841,0.2284768211920529,0.11357615894039735,0.15182119205298014,0.05033112582781457,0.6211920529801325,True
12.51,0.034,0.047,0.919,28,29,7,7.3329999999999975,9605,1001,9.595404595404595,0.3059864653826132,3094,0.13368037480478914,0.16762103071317022,0.06548672566371681,0.18073919833420093,0.10661114003123373,0.1286829776158251,0.06153045288912025,0.6940135346173868,True
12.7,0.07,0.068,0.861,0,60,4,3.8310000000000004,14949,1088,13.739889705882351,0.3584186233192856,4450,0.1501772693825674,0.2251655629139073,0.07518897585122751,0.2273061743260419,0.13626329520369254,0.17553013579503646,0.0482306508796575,0.6415813766807144,True
15.64,0.056,0.029,0.914,0,3,4,0.0,1210,56,21.607142857142854,0.3429752066115703,365,0.10661157024793387,0.18181818181818185,0.03884297520661157,0.21487603305785125,0.10661157024793387,0.12644628099173555,0.03801652892561983,0.6570247933884297,True
16.7,0.027000000000000003,0.063,0.909,0,6,5,0.0,590,33,17.87878787878788,0.30677966101694915,233,0.13220338983050847,0.1457627118644068,0.03559322033898305,0.21694915254237288,0.09322033898305083,0.09491525423728814,0.03559322033898305,0.6932203389830509,True
11.75,0.049,0.011,0.94,2,46,15,4.122,4026,251,16.039840637450194,0.3343268753104819,1299,0.14406358668653751,0.215598609041232,0.062096373571783416,0.1828117237953304,0.09612518628912073,0.12468951813214108,0.049925484351713866,0.6656731246895181,True
14.1,0.076,0.045,0.879,0,19,3,1.862,4015,476,8.434873949579831,0.3310087173100872,1666,0.14993773349937733,0.12976338729763387,0.05056039850560398,0.1514321295143213,0.09838107098381073,0.12826899128268993,0.037359900373599,0.6689912826899128,True
19.05,0.078,0.015,0.907,3,12,23,3.677,12993,2258,5.754207263064659,0.3432617563303317,3085,0.11252212729931503,0.20141614715616105,0.04071423073962903,0.17809589779111829,0.11929500500269374,0.19464326945278226,0.05418302162702994,0.6567382436696683,True
15.35,0.08199999999999999,0.057,0.861,2,41,6,0.0,2103,169,12.443786982248518,0.3124108416547789,781,0.1393247741321921,0.15168806466951973,0.06419400855920114,0.1768901569186876,0.12173086067522587,0.1383737517831669,0.04232049453162149,0.6875891583452212,True
12.25,0.038,0.031,0.931,2,40,5,4.1960000000000015,8708,549,15.861566484517304,0.34921910886541113,2592,0.14423518603582913,0.1892512632062472,0.06798346348185577,0.19384474046853467,0.09864492420762518,0.13332567753789618,0.05500689021589343,0.6507808911345889,True
11.06,0.043,0.024,0.933,4,30,2,4.1960000000000015,3964,298,13.302013422818792,0.3105449041372351,1120,0.16220988900100908,0.19071644803229065,0.06962663975782038,0.16548940464177594,0.10343087790111,0.14833501513622604,0.05852674066599395,0.6894550958627649,True
11.39,0.058,0.068,0.875,0,34,3,3.687,3939,302,13.043046357615895,0.3188626554963189,1161,0.17110941863417112,0.2079207920792079,0.09037826859609037,0.1909113988321909,0.11627316577811628,0.15613099771515612,0.057374968266057376,0.6811373445036811,True
13.18,0.042,0.036000000000000004,0.921,0,40,7,4.019,12705,999,12.717717717717724,0.3500196772924046,4194,0.1660763478945297,0.2228256591892956,0.0789452971271153,0.22361275088547816,0.1381345926800472,0.16646989374262106,0.080362062180244,0.6499803227075954,True
13.95,0.11,0.035,0.855,0,11,1,0.0,1809,118,15.330508474576273,0.3781094527363184,599,0.1752349364289663,0.20950801547816472,0.08789386401326699,0.2244333886124931,0.12603648424543948,0.17468214483139854,0.0912106135986733,0.6218905472636815,True
13.09,0.068,0.022,0.911,0,11,1,2.583,5457,302,18.069536423841054,0.455378413047462,1515,0.1827011178303097,0.26021623602712113,0.09144218435037567,0.2937511453179403,0.14440168590800806,0.17958585303280192,0.0756826094923951,0.5446215869525379,True
13.22,0.043,0.027000000000000003,0.93,0,26,4,1.733,2769,157,17.636942675159236,0.3661971830985916,930,0.1231491513181654,0.18237630913687253,0.04369808595160708,0.18165402672444925,0.11989888046226076,0.15276273022751896,0.06644998194293969,0.6338028169014085,True
14.48,0.078,0.155,0.768,0,19,3,2.089,3213,284,11.31338028169014,0.3787737317149082,992,0.11982570806100218,0.1786492374727669,0.06255835667600372,0.1851851851851852,0.1033302209772798,0.16122004357298475,0.05135387488328665,0.6212262682850918,True
12.17,0.039,0.042,0.919,0,34,4,0.0,4349,280,15.532142857142857,0.3002989192917912,1230,0.12025753046677395,0.16141641756725686,0.05771441710738101,0.1862497125776041,0.1048516900436882,0.12761554380317314,0.04828696252011957,0.6997010807082088,True
12.52,0.059,0.05,0.8909999999999999,0,34,4,0.0,5467,301,18.162790697674414,0.3694896652643132,1329,0.13480885311871227,0.2118163526614231,0.05414304005853302,0.2087067861715749,0.10407901957197732,0.1300530455460033,0.04902140113407719,0.6305103347356869,True
13.35,0.052000000000000005,0.048,0.9,9,38,14,4.122,7295,440,16.579545454545453,0.3376285126799177,2446,0.12940370116518166,0.17272104180945852,0.04592186429061002,0.18478409869773813,0.11103495544893764,0.15544893762851267,0.05579163810829335,0.6623714873200823,True
11.68,0.09,0.043,0.868,2,20,3,2.028,5390,318,16.949685534591193,0.4133580705009277,1790,0.12152133580705007,0.17476808905380334,0.04322820037105751,0.23153988868274586,0.10166975881261596,0.13098330241187384,0.03506493506493506,0.5866419294990723,True
15.79,0.041,0.064,0.895,2,55,4,4.019,9378,648,14.472222222222221,0.3416506717850288,3202,0.13318404777137982,0.1953508210705908,0.054595862657282994,0.2159309021113244,0.1052463211772233,0.1417146513115803,0.04755811473661761,0.6583493282149713,True
11.12,0.065,0.017,0.918,2,23,4,2.583,2543,159,15.9937106918239,0.401494298073142,908,0.12819504522217853,0.2017302398741644,0.040896578843885166,0.21588674793550924,0.09319701140385372,0.13370035391270155,0.048761305544632316,0.5985057019268579,True
11.2,0.071,0.037000000000000005,0.892,2,34,5,1.6019999999999999,5630,495,11.373737373737375,0.336234458259325,1753,0.14298401420959148,0.18561278863232689,0.06198934280639432,0.19680284191829486,0.1044404973357016,0.14458259325044406,0.06287744227353463,0.6637655417406749,True
12.11,0.053,0.042,0.905,13,23,6,3.96,5938,467,12.715203426124196,0.3123947457056248,2070,0.14802963960929605,0.1801953519703604,0.07022566520714045,0.18811047490737626,0.11098012798922197,0.1308521387672617,0.0549006399461098,0.6876052542943751,True
10.74,0.062,0.016,0.921,0,43,1,1.635,5702,419,13.608591885441527,0.30603297088740794,1732,0.13012977902490355,0.19309014380918976,0.05524377411434584,0.1957207997193967,0.10434935110487548,0.12293931953700454,0.050333216415292883,0.6939670291125921,True
14.75,0.039,0.023,0.938,2,31,7,7.357,7686,829,9.271411338962604,0.3534998698933125,2534,0.1358313817330211,0.19542024460057247,0.057767369242779074,0.2037470725995316,0.1216497527972938,0.15781941191777255,0.05620608899297424,0.6465001301066875,True
11.19,0.039,0.091,0.87,4,38,2,2.766,6296,392,16.061224489795922,0.3400571791613723,2130,0.15724269377382466,0.20854510800508252,0.10006353240152477,0.21966327827191867,0.13262388818297333,0.1588310038119441,0.08719822109275731,0.6599428208386278,True
12.51,0.112,0.047,0.84,6,30,7,2.028,8376,699,11.982832618025752,0.32831900668576885,3297,0.12404489016236868,0.17956064947468958,0.049068767908309455,0.18445558739255014,0.08464660936007641,0.12249283667621776,0.03605539637058262,0.6716809933142311,True
11.04,0.041,0.07200000000000001,0.887,5,42,8,5.638,8175,481,16.995841995841996,0.2796330275229358,2537,0.1198776758409786,0.1727217125382263,0.05834862385321101,0.17137614678899082,0.10250764525993884,0.11743119266055048,0.04697247706422018,0.7203669724770643,True
15.55,0.064,0.021,0.916,5,54,5,26.201,5977,233,25.652360515021467,0.3936757570687636,2021,0.14739836038146228,0.21114271373598795,0.06575204952317218,0.2439350844905471,0.1248117784841894,0.17299648653170488,0.05002509620210808,0.6063242429312363,True
12.47,0.08800000000000001,0.043,0.87,0,43,9,2.766,11309,933,12.121114683815648,0.3957025378017508,3146,0.16800778141303388,0.2064727208418074,0.06375453178884075,0.2451145105668052,0.12432575824564507,0.16084534441595189,0.06101335219736492,0.6042974621982492,True
17.61,0.057,0.055,0.888,0,35,2,2.833,1527,150,10.18,0.34512115258677145,544,0.13490504256712507,0.16764898493778652,0.07465618860510806,0.23444662737393585,0.13294040602488538,0.13948919449901767,0.06024885396201703,0.6548788474132285,True
26.08,0.054000000000000006,0.008,0.938,0,6,5,0.0,1770,76,23.28947368421053,0.4344632768361582,449,0.14180790960451978,0.2740112994350282,0.07514124293785311,0.2853107344632768,0.11581920903954802,0.18192090395480226,0.10847457627118644,0.5655367231638417,True
12.91,0.064,0.058,0.877,5,32,6,0.0,9551,866,11.028868360277137,0.3428960318291279,2730,0.16762642655219348,0.2183017485080096,0.10187414930373782,0.2276201444874882,0.13831012459428332,0.1568422154748194,0.05496806617108156,0.6571039681708721,True
14.23,0.118,0.032,0.85,7,22,2,2.766,6828,380,17.96842105263158,0.3878148799062683,2293,0.12243702401874634,0.19332161687170474,0.05492091388400703,0.22129466900995895,0.10471587580550673,0.15041007615700058,0.049502050380785,0.6121851200937317,True
14.87,0.05,0.038,0.912,0,19,6,1.2329999999999999,3172,379,8.369393139841689,0.3530895334174023,1150,0.1330390920554855,0.19546027742749053,0.06872635561160151,0.2112232030264817,0.12547288776796975,0.1557377049180328,0.0457124842370744,0.6469104665825978,True
12.38,0.031,0.049,0.92,0,41,8,4.122,3911,206,18.98543689320388,0.29353106622347225,1386,0.10023012017386858,0.1659422142674508,0.05267195090769624,0.1764254666325748,0.08744566607005881,0.10687803630784966,0.05855279979544874,0.7064689337765278,True
14.07,0.056,0.053,0.8909999999999999,0,31,12,0.0,4421,562,7.866548042704626,0.3223252657769735,1253,0.13662067405564352,0.19181180728342004,0.06582221216919247,0.1952047048179145,0.10970368694865416,0.12802533363492422,0.04659579280705722,0.6776747342230265,True
14.37,0.055,0.057,0.888,4,18,8,1.143,2370,194,12.216494845360826,0.310126582278481,849,0.11856540084388185,0.1350210970464135,0.049367088607594936,0.16751054852320674,0.11223628691983124,0.1409282700421941,0.047257383966244716,0.689873417721519,True
14.71,0.04,0.037000000000000005,0.923,5,35,14,5.414,6868,459,14.962962962962965,0.319452533488643,2112,0.1300232964472918,0.1865171811298777,0.06304601048340128,0.1910308677926616,0.10934769947582994,0.14283634245777518,0.06654047757716948,0.6805474665113571,True
12.26,0.049,0.043,0.908,6,39,8,2.766,10441,823,12.6865127582017,0.3697921655013888,3235,0.13111770903170195,0.18867924528301888,0.040226031989273055,0.2182741116751269,0.0916578871755579,0.15582798582511256,0.06436165118283689,0.6302078344986113,True
10.76,0.076,0.021,0.903,0,30,2,4.122,3038,191,15.905759162303665,0.4321922317314023,981,0.16227781435154706,0.2215273206056617,0.06385780118499013,0.2350230414746544,0.0934825543120474,0.17149440421329826,0.05497037524687294,0.5678077682685978,True
12.6,0.047,0.048,0.905,2,11,6,0.0,4632,218,21.24770642201835,0.4067357512953368,1241,0.14464594127806565,0.20164075993091532,0.04598445595854922,0.2536701208981001,0.10621761658031087,0.14011226252158895,0.0418825561312608,0.5932642487046632,True
